|   idx | short_name                                         |               start_ns |                 end_ns |    duration_ns |   stream | category             | grid             | block            | reg... | shared_me... | comm_algorithm | comm_si... | transfer_bytes | transfer_kind  | full_name                                                                                                                                                                                                |
|   308 | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false... |       3523299772382542 |       3523299772384302 |           1760 |       23 | compute_kernel       | 128x1x1          | 144x1x1          |     31 |            0 |                |            |                |                | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false>(int, int, int, __nv_bfloat16 const*, float const*, unsigned int*, unsigned int*)                                                                        |
|   309 | _ZN7cutlass13device_kernelIN10flashinfer4gemm58... |       3523299772384110 |       3523299772391246 |           7136 |       23 | compute_kernel       | 1x56x1           | 256x1x1          |    109 |       201728 |                |            |                |                | _ZN7cutlass13device_kernelIN10flashinfer4gemm58DeviceGemmFp4GemmSm100___nv_bfloat16_128_128_256_1_4_1_1SM12Sm10x11xOnlyINS_4gemm6kernel13GemmUniversalIN4cute5tupleIJiiiiEEENS5_10collective13Collect... |
|   310 | void flashinfer::trtllm_allreduce_fusion::allre... |       3523299772391726 |       3523299772399374 |           7648 |       23 | communication        | 4x1x1            | 224x1x1          |     62 |          136 | oneshot        |          8 |                |                | void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, 8, true, true>(flashinfer::trtllm_al... |
|   311 | nvjet_tst_16x64_64x16_4x1_v_bz_TNN                 |       3523299772399727 |       3523299772416399 |          16672 |       23 | compute_kernel       | 132x1x1          | 256x1x1          |    168 |       172552 |                |            |                |                | nvjet_tst_16x64_64x16_4x1_v_bz_TNN                                                                                                                                                                       |
|   312 | triton_poi_fused_1                                 |       3523299772416719 |       3523299772418158 |           1439 |       23 | compute_kernel       | 1x1x1            | 128x1x1          |     40 |            0 |                |            |                |                | triton_poi_fused_1                                                                                                                                                                                       |
|   313 | triton_red_fused_2                                 |       3523299772418478 |       3523299772420398 |           1920 |       23 | compute_kernel       | 2x1x1            | 512x1x1          |     20 |           64 |                |            |                |                | triton_red_fused_2                                                                                                                                                                                       |
|   314 | nvjet_tst_16x64_64x16_4x1_v_bz_TNN                 |       3523299772420718 |       3523299772426094 |           5376 |       23 | compute_kernel       | 96x1x1           | 256x1x1          |    168 |       172552 |                |            |                |                | nvjet_tst_16x64_64x16_4x1_v_bz_TNN                                                                                                                                                                       |
|   315 | triton_poi_fused_add_clone_copy_expand_index_mu... |       3523299772426414 |       3523299772428239 |           1825 |       23 | compute_kernel       | 2x1x1            | 128x1x1          |     56 |            0 |                |            |                |                | triton_poi_fused_add_clone_copy_expand_index_mul_neg_slice_split_stack_unsqueeze_view_3                                                                                                                  |
|   316 | void vllm::concat_and_cache_mla_kernel<__nv_bfl... |       3523299772428719 |       3523299772431118 |           2399 |       23 | compute_kernel       | 1x1x1            | 512x1x1          |     30 |            0 |                |            |                |                | void vllm::concat_and_cache_mla_kernel<__nv_bfloat16, unsigned char, (vllm::Fp8KVCacheDataType)1>(__nv_bfloat16 const*, __nv_bfloat16 const*, unsigned char*, long const*, int, int, int, int, int, i... |
|   317 | nvjet_tst_64x8_64x16_4x1_v_bz_NNT                  |       3523299772431438 |       3523299772434382 |           2944 |       23 | compute_kernel       | 64x1x1           | 256x1x1          |    168 |       164360 |                |            |                |                | nvjet_tst_64x8_64x16_4x1_v_bz_NNT                                                                                                                                                                        |
